PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,Ort,Jahr,Einreichdatu
1440,Wagenmann,Karl,,,,,Beschreibung eines Apparates zum Abdampfen von Flüssigkeiten in luftverdünntem Raum,Verdampfapparat,Wien,1836,12.06.1836
1441,Buschmann,Eduard,,,,,Beschreibung zu Buschmann's Terpodion,"Terpodion, Xylophon",Wien,1834,12.06.1834
1442,Schwartz,Jakob,,,,,"Verbesserte Fabrikationsweise der mit Gold, Silber, übrigen Metallen & Perlmutter in allen Farben
eingepreßte Galanterie Arbeiten von Schildkrot & Horn","Hornverarbeitung, Galanterie",Wien,1836,11.07.1836
1443,Mylius,Adolf,Rutte,Adolf,,,"Beschreibung und besondere Kennzeichen des neu erfundenen und gleichzeitig verbesserten
Nadel-Gewehres und Nadel-Feuerwaffen","Gewehr, Schießpulver",Wien,1834,08.08.1834
1444,Kaiser,Joseph Franz,,,,,Beschreibung des ... erfundenen Näh-Seiden-Aufbewahrungs-Buches,"Nähseide, Musterkollektion",Graz,1835,18.07.1835
1445,Bardach,Nachman,,,,,"Beschreibung des ... neuentdekten Anwendung eines chemischen zusammengesetzten
Wasseraparats zur Reinigung der wollenen Tücher von den mitverwebten Leinenfaden",Appreturmaschine,Wien,1828,25.02.1828
1446,Bruek,Salomon,,,,,"Beschreibung der Verfertigungsweise von Stiefeln und Schuhen, welche keine Nässe durchlassen,
und die Fußsohlen zur Sommerszeit vor der Hitze und dem Brennen schützen","Stiefel, Schuh, Wachstuch",Lemberg,1829,02.02.1829
1447,Reithofer,Joseph,,,,,"einen sondern 20 Faden schneidet. Dieser ... Faden wird mit einer Masse bestrichen, wodurch er",Gummiband,Wien,1834,
1448,Morsch,Michael Anton,,,,,"Beschreibung der ... Erfindung ...: In neuen u. verbesserte Vorrichtungen für neue und geruchlose
Reriraden, welche durch zierliche Sekretär-Comode und Nachtkästchen etc., jeder noch nicht
bestandenen Art u. Gattung, mit Schubladen u. Gesperr der Art dargestellt werden, daß selbe als
zierliche Moebels, für ihren wahren Zweck gänzlich unmerkbar geworden sind, ...","Zimmerklosett, Möbel",Wien,1835,24.01.1835
1449,Rausch,Johann Gabriel,,,,,"Beschreibung zu der beiliegenden Zeichnung einer neu erfundenen Aufrauh-Maschine für
Baumwoll-Waaren",Rauhen,Prag,1831,20.12.1831
1450,Delavilla,Karl,,,,,Beschreibung meiner neu verbesserten: Oekonomischen Kaffee-Dampf-Maschine,Kaffeemaschine,Wien,1822,15.02.1822
1451,"Hackelberg -
Landau",Joseph Frh.v.,Palffy,Ferdinand Graf,Ofenheim,Anton,Beschreibung einer Scheiterholz-Sägemaschine,"Brennholz, Säge, Holzzerkleinerung",Wien,1822,21.02.1822
1452,Pogatschnig,Matthaeus,,,,,Beschreibung deren ... Erfindung Wollkämme von allen Gattungen und Formen zu verfertigen,Wollkamm,"Maria
Laufen/Krain",1822,14.01.1822
1453,Neshoda,Bartolommeo,,,,,"Beschreibung eines ... ganz neu erfundenen Dampfwagens und respective einer ... zu diesem, und
anderen Zwecken vereinfachten, und zu allerhand Triebwerken anwendbaren, ganz verbesserten
Dampf-Maschine","Dampfwagen, Dampfmaschine",Padua,1822,15.01.1822
1454,Meyr,Paul,,,,,"Beschreibung der Erfindung eienr Art Pottasche unter den Namen leicht schmelzendes Doppelkali
...","Pottasche, Schmelzmittel, Glas",Linz,1822,15.04.1822
1455,Magnan,Emile,,,,,"Beschreibung einer zum Scheren von Tuch und anderer Stoffe geeigneten Maschine, durch
exzentrische Hin- und Hergängige- oder Pendul-Bewegung /:à Oscillation:/","Tuchschere, Pendelbewegung",Wien,1822,11.10.1822
1456,Jahonnes,Ferdinand,,,,,"Beschreibung der ... Erfindung einen Brantwein aus Lebzelten und Methlager zu erzeugen, ...","Branntwein, Lebkuchen, Metlager",Wien,1822,25.02.1822
1457,Felix,Gregor,,,,,"Beschreibung der ... Erfindung, ..., daß er aus gemeinem Brandtwein von 18 Grad, mit einmal
überziehen, einen geruchfreien Weingeist oder Spiritus von 34 Grad mit einer Zuthat erhält, ...","Branntwein, Weingeist,
Destillierapparat",Wien,1822,08.03.1822
1458,Barbante,Felice,Barbante,Giuditta,,,"Descrizione del miglioramento per la Fabbricazione del Pane di Lusso all'uso Tedesco, Italiano, e
Francese, mediante la formazione di un Lievito salutare ... [Gebäckerzeugung mittels Sauerteig]","Gebäck, Sauerteig",Verona,1822,26.01.1822
1459,Stoeger,Franz,,,,,Beschreibung der ... Verbesserung in Bearbeitung der rauhen Felle von allen Thiergattungen,"Gerberei, Leder","Kirchberg/Wagr
am",1822,04.10.1822
1460,Mayerhofer,Stephan,,,,,"... zeiget ... an, eine neuen Verbesserung gemacht zu haben, ..., daß er 1. Durch Maschinerien in
den Stand gesetzt ist, alle Gattungen Silbergeschirre ... bis zum größten Tafel Service zu
verfertigen, ... 2. daß er die ... Lichtscheeren von Eisen und Stahl mit gewalztem Silber ... platiret,
ebenso erzeugt er ... Fisch- u. Tortenmesser, Tafelmesserschallen, Spargelzangen ... 3. Eine ... mit
Gold als Silber ... platirte ... Fahrpeitsche, ...","Silberwaren, Plattieren, Eßbesteck",Wien,1822,07.09.1822
1461,Petri,Johann Gottlieb,Weitenhiller,Joseph,,,"Beschreibung uiber die Verfertigung der Schleif, Wetz, und Abzugs-Steine. Beschreibung uiber das
brennen der Schleif, Wetz, und Abzugs-Steine","Schleifstein, Tonwaren, Töpferofen",Wien,1834,28.04.1834
1462,Urly,Vinzenz,,,,,"Beschreibung der ... Verbesserung der Bräuhäuser ... daß: 1. Weingeist u. Bier sowie Fruchtessig
mittelst eines Dampfapparats ... erzeugt werden könne ... 2. Mit dem Brennstoffe ... eine dreifache
Quantität Malz ... zu erzeugen. 3. Auf eine ganz einfache Art das Wasser auf meilenweite Distanz
zur Beschleunigung der Distilazion zu leiten, welche Leitung, ... benützt werden könnte um
Landstädte und Dörfer ... mit dem hinlänglichen Quellwasser zu versehen, sondern auch selbes
bey einer Feuersgefahr vermittelst einer kleinen Vorrichtung wohlnützend zur Löschung
anwenden zu können","Destillierapparat, Brauapparat,
Weingeist, Bier, Essig, Malz,
Wasserleitung, Feuerspritze",Tarnow,1824,02.11.1824
1463,Gall,Ludwig,Tschoffen,Moritz v.,,,"Beschreibung und Abbildung eines ... patentirten Dampf-Destillir-Apparats, zur Frucht- und
Kartoffelbrennerei sowohl, als zur Wein-, Hefen-, Obst- und Trestern-Brennerei, Heft 1: den prakt.
Theil enthaltend. - Trier: F.A. Gall 1831, X, 78 S., 10 Taf. 8° (Technische Mitteilungen aus dem
Gebiet d. Erfahrung v. Ludwig Gall. 2.) [Für die österr. Monarchie als Priv.-Weber]: Moritz v.
Tschoffer","Destillierapparat, Branntwein",Wien,1831,19.01.1831
1464,Lieber,Ignaz,,,,,Genaue Beschreibung uiber die ... neu erfundene Art in Wägen ...,Wagen,Prag,1834,19.04.1834
1465,Rigamonti,Carlo,,,,,"Descrizione degli ingredienti che si adoperano ... nella fabbricazione dei denti incorrutibili simili
agli umani ... [Unverwesliche künstliche Zähne]",Gebiß/künstliches,Milano,1830,17.02.1830
1466,Pruekner,Ignaz,,,,,"Beschreibung der ... Erfindung, alle, durch das Tabakrauchen verdorbene Meerschaum-Pfeifen, so
zu  reinigen, daß selbe geruchlos und wieder als neu erscheinen",Tabakspfeife,Wien,1835,19.02.1835
1467,Beccaletto,Giovanni Battista,,,,,Descrizione della Scoperta che ... consiste nel raffinare i Zucceri comuni ... [Raffinade von Zucker],"Raffinade/Zucker, Zucker",Milano,1821,25.05.1821
1468,Biondeck,Michael,,,,,"Beschreibung der Verbesserung, wie die aus den sogenannten Weixelholze oder Steinkirschen
/:Ribes ruburum:/ welches in der österreichischen Monarchie als Reigis wächst, von mir
bearbeitete Tabakröhre erzeugt werden","Tabakspfeife, Weichselholz",Baden b. Wien,1823,01.09.1823
1469,Hofer,Johann Baptist,Koelreuter,Wilhelm,,,Beschreibung des Verfahrens der neue Goldscheidungs Methode,Goldscheidung,Konstanz,1823,
1470,Wackenhagen,Karl,Wibel,Friedrich,,,"Beschreibung der ... Erfindung, Schuhe, Stiefeln, Hüte, Kappen, und mehrere andere Arbeiten von
Leder u. Zeug zu verfertigen, woran weder eine Nath, noch irgend eine andere Verbindung, durch
Stiften, Schrauben oder Nägel angewand wird, sondern das Leder oder Zeug wird blos durch eine
chemische Composition zusamm Cutirt ...","Lederkitt, Schuh, Hut, Kappe",Wien,1823,16.09.1823
1471,Busby,Thomas,,,,,"Beschreibung und Zeichnungen der ... Verbesserung ... in der Anwendung von Cylindern ... zum
Abnehmen von Schaafwolle, und Baumwolle, von der Vortrommel der Streichmaschine, anstatt
bisher dazu verwendeten Kämme ...",Krempeln,Wien,1823,01.10.1823
1472,Ringhoffer,Martin,Salthouse,James,,,"Beschreibung der neuen Druckmaschine, welche geeignet ist 1,2,3,4 a auch in besonderen Fällen 5
Farben auf einmahl abzudrucken","Zeugdruck, Druckmaschine",Prag,1824,08.01.1824
1473,Billefort,Marcus Antonius,,,,,"Aeragrane - Noeuvelle machine à battre le grain, ...",Dreschmaschine,Wien,1824,20.07.1824
1474,Browne,John,,,,,"Beschreibung der ... Verbesserung, ..., mittelst einer besonderen Maschine das Gas zusammen zu
pressen, und tragbar zu machen","Lampe, Abfüllapparat/Gas, Leuchtgas",Wien,1824,28.09.1824
1475,Pezval,Johann Friedrich,,,,,Beschreibung der ... erfundenen Schreib-Maschine /:Polygraph:/,Schreibapparat,"Levoca/Leutsch
au",1824,11.08.1824
1476,Davy,Henry Savill,,,,,Eine neue Erfindung um Salz zu verfertigen,"Kochsalz, Verdampfapparat",Wien,1824,07.10.1824
1477,Molina,Paolo Andrea,,,,,"Descrizione del metodo usato nella fabrricazione delle carte colorate, ... [Papierfärberei]","Papier, Färben/Papier",Milano,1824,10.09.1824
1478,Codelli,Antonio Moreschi,,,,,Descrizione dello Strettojo o Torchio Idraulico ... [Druckwerk oder hydraulische Presse],Presse,Milano,1824,12.09.1824
1479,Starkloff,Stephan Eduard,,,,,"Beschreibung der ... Entdekung, ..., daß selber ein Metall hervorgebracht hat, welches ein violettes
blaues Ansehen hat, und ... selbst alle edle Metalle in der Haltbarkeit zu übertreffen, ...",Edelmetall,Wien,1824,25.10.1824
1480,Zoller,"Ferdinand
Friedrich",,,,,"Beschreibung der ... Erfindung von Moirè Mettaligne Papier, ...",Buntpapier,Wien,1824,20.09.1824
1481,Kuhn,Joseph,,,,,"Genaue Beschreibung des ... verbesserten Federleuchters und seiner neuen eigenen Erfindungen
daran","Leuchter, Uhr",Wien,1824,26.09.1824
1482,Mayrhofer,Ignaz,Obersteiner,Ignaz,,,"Beschreibung der ... neu erfundenen auf Ihren Eisenwerken zu Saldenhofen in Untersteyer
erzeugenden ganzen und getheilte Radschinnen, Pflugscharen und Axlblechen nebst den übrigen
Theilen eines Pfluges oder einer Art von Gußeisen","Pflug, Blech, Gußeisen, Beschlag,
Radreifen",St. Veit,1824,17.11.1824
1483,Moding,Anton L.,,,,,"Beschreibung der ... Verbesserung des Herrn Alois Frh.v.Königsbrunn priv. Dampfbrau-Methode,
..., daß durch ein Zusatzstück, Einsudmaschine genannt, ... die Bierwürze vermittelst des Dampfes
... auf eine Zeit ... zu beliebig starken Einsieden oder Verdicken gebracht werden kann","Bierwürze, Einkochen, Eindicken,
Brauapparat",Wien,1824,02.10.1824
1484,Rovis,Antonia,,,,,"Descrizione della Scoperta che ... consiste di trecciare l'invitata paglia ialiana in treccie di piu
larghezza per formare cappelli da donna ... [Geflochtene Strohhüte]","Hut, Stroh, Flechtmaschine",Pisino,1824,08.11.1824
1485,Kauffmann,Emanuel,Kauffmann,Karl,,,"... zeigen ... an eine neue Verbesserung gemacht zu haben ...: Eine erfundene Verbesserung der
argantischen Lampen mit englischen Cylindern, ...",Lampe,Wien,1824,21.12.1824
1486,Reinscher,Mathias,,,,,Beschreibung vorliegender Dampfmaschine,Dampfmaschine,Wien,1824,06.12.1824
1487,Ducros,Adolfo,Ducros,Giovanni,Ducros,Pietro,"Descrizione del miglioramento che consiste nel preparare le pelli de Agnello, e Capretti e
fabbricare con che i guanti Lucidi nominati Glacè ... [Schaf- und Ziegenledergerberei für Glacè-
Handschuhe]","Leder, Handschuh, Gerberei",Milano,1824,09.12.1824
1488,Browne,John,,,,,"Beschreibung der ... Erfindung, ..., das Gas zur Beleuchtung und anderen Zwecken auf eine
sparsamere und vollkommenere Art zu erzeugen, ...",Leuchtgas,Wien,1825,11.01.1825
1489,Prziza,Christian,,,,,"Beschreibung der ... Erfindung einer neuen Methode durch einen besonderen Zusatz zur Küppe
und in allen Farben mit Ersparnissen an Zeit, Brennstoff und Farbmateriale und zugleich mit
Erzielung einer größeren Lebhaftigkeit und Dauerhaftigkeit der Farbe zu färben ...","Färben, Waidküpe",Wien,1825,13.01.1825
1490,Browne,John,,,,,"Beschreibung der Lampen, welche geeignet sind, das Gas in selben zusammen zu pressen, sie
überall hintragen und gebrauchen zu können auf so viel verschiedene Arten, daß sie zugleich alle
Vortheile, die das Licht anbiethet, begreifen, ...","Leuchtgas, Lampe",Wien,1825,24.01.1825
1491,Haehnisch,Johann Georg,,,,,"Beschreibung der Art, wie die neu erfundenen Medaillon-Abdrücke, welche als Oblaten u.
Pettschaft zugleich, dann zu Verzierungen aller Art in echt griechisch- u. römischen Antiquen-Form
dienen, verfertigt werden","Abguß, Medaillon, Abdruck, Dessin",Wien,1825,01.01.1825
1492,Friedsey,Martin,,,,,Neues Alliirten-Wasser,Parfüm,Wien,1825,04.02.1825
1493,Pregartner,Anton,,,,,"Beschreibung der ... Erfindung den zur Papierfabrikation verwendeten sogenannten Halbzeug
mittelst des Halogengases in ... Apparate dergestalt zu bleichen, daß aus den sogenannten
Concept Halbzeug sehr weiches Druck- und Schreibpapier, aus den ordentlichen Kanzley-Zeug
feines weiches Kanzley ... erzeugt werden kann","Halbzeug, Papier, Bleichen/Papier",Graz,1824,27.02.1824
1494,Vernay,Andrea,,,,,"Descrizione della Scoperta che ... consiste nella fabbricazione di nastri di Seta cosi detti Marabon,
... [Seidenband]","Seidenband, Marabuseide",Milano,1825,28.01.1825
1495,Lesskien,,Loos,Karl,,,Beschreibung der Verbesserung der Wappen Druckmaschine,"Wappen, Druckmaschine",Wien,1824,
1496,Merckle,Elise,Merckle,Franz,,,"Beschreibung der Merkl'schen Bierbräu- und Bierbräu-Abkühlungs Methode: Eiskühle, und des
zum Bierbrauen verwendeten und eigends praeparirten gewöhnlichen Brunn- und Flußwassers,
sohin des Merkl'schen Eisbieres","Bier, Kühlapparat, Eiskühlung",Wien,1825,27.02.1825
1497,Browne,John,,,,,"Beschreibung eines verbesserten Apparates, um Behufs der Gasbeleuchtung, Gas zu bereiten aus
thierischen Oelen, vegetabilischen und mineralischen Oelen aus Fetten, Harzen, Erdharzen oder
aus sonstigen Stoffen, welche brennbares Gas zu liefern fähig sind",Leuchtgas,Wien,1825,12.03.1825
1498,Gross,Franz Joseph,,,,,Beschreibung von die Oeconomische Lichter,"Kerze, Unschlitt, Docht",Wien,1825,14.03.1825
1499,Berner,Georg,,,,,Beschreibung der ... Getreide-Stampf-Maschine,"Putzmaschine, Getreide",Wien,1825,19.03.1825
1500,Crivelli,Antonio,,,,,"Descrizione dell'invenzione che ... consiste nel preparare da qualunqua rottame di ferro, ed acciajo
malleato fuso senz'intervento di flusso alcuno dell'acciajo fuso in tutto simile all'acciajo Inglese
detto Huntzmann ... [Gußstahl]",Gußstahl,Milano,1825,02.03.1825
1501,Löwy,Gebrüder,,,,,Brennöhl-Reinigungs-Methode erleichtern,Ölraffinade,Wien,1825,31.03.1825
1502,Sesser,Johann,,,,,"Beschreibung der ... Erfindung, ... daß er eine Maschine zur Verfertigung der Bürsten erfunden, ...","Bürstenbinder, Bohrmaschine",Wien,1825,30.03.1825
1503,Browne,John,,,,,"Beschreibung und Zeichnung in zwey Blättern einer Maschine, um Stein, Holz und andere
Substanzen zu Sägen, welche durch Dampf, Gas, Wasser, Menschen oder Thierkraft getrieben
wird","Holzsäge, Steinsäge",Wien,1825,07.04.1825
1504,Wildauer,Johann Nepomuk,,,,,Beschreibung nach der Zeichnung der Bleistift-Maschine,"Bleistift, Fräsmaschine/Holz, Kreissäge",Wien,1825,25.04.1825
1505,Davy,Henry Savill,,,,,"Privilegium auf fünf Jahre auf die Einführung und Vervollkommnung von Verfahrungsarten, die
Seide aus den Cocons zu ziehen, und sie auf eine Winde oder eine Spule gehen zu lassen; und auf
die Anwendung eines Mechanismus zum Zählen bei Ausziehen und Aufwinden der rohen Seide","Seidenkokon, Seidenhaspel,
Registrierapparat, Zählapparat",London,1825,26.04.1825
1506,Davy,Henry Savill,,,,,"Privilegium auf fünf Jahre zur Einführung und Vervollkommnung auf verschiedene Arten den Tull,
Bobin net genannt, so wie Mousseline, Gas und andere leichte Stoffe zu verzieren und auf eine
Methode einzeln Bouquete, Blumen oder andere Verzierungen zu verfertigen, welche geeignet
sind, auf Tull Musseline oder andere Geweben aufgetragen zu werden","Bobinet, Tull, Spitzen, Gaze, Musselin,
Kunstblume",London,1825,26.04.1825
1507,Hlawa,Vinzenz,,,,,Beschreibung einer neuen Schindelmaschine,Schindel,Datschitz,1825,01.06.1825
1508,Sellier,,,,,,"Beschreibung der Kupferhütchen, ...",Zündhütchen,Wien,1825,26.02.1825
1510,Emperger,"Franz Sigmund
Edl.v.",,,,,"Genaue Beschreibung der neu verbesserten bisher noch nicht angewendeten Bleiweiß
Erzeugungsart, ...",Bleiweiß,Wien,1825,06.07.1825
1511,Haeussle,Joseph,,,,,"Beschreibung der ... Erfindung, ...: a) einem Verfahren, alle Arten von lithographischen Arbeiten
mittelst einer verbesserten Presse ... darzustellen ... b) mit der gewöhnlichen lithographischen
Verfahrungsart alle Arten von Geweben mit im Waschen haltbaren verschiedenen Farben zu
bedrucken, ... wobei zugleich bei kurzen Gewebstücken die Appretur auf dem Steine gegeben wird","Lithographie, Presse, Zeugdruck,
Appretur",Wien,1825,09.07.1825
1512,Greathed,Eduard,,,,,"Beschreibung der ... Erfindung zur Einführung eines neuen Systems von Bahnen mit regelmässigen
Geleisen gemacht zu haben, welche ... darin besteht, auf Holzbahnen von besonderem Baue
sowohl die gewöhnlichen als besondere Wagen durch Pferde oder mittels beweglicher
Dampfmaschinen zu führen","Pferdebahn, Wagen, Eisenbahn,
Geleise",Wien,1825,04.08.1825
1513,Gianicelli,Eugenius,,,,,Beschreibung über die Fortobiano Saiten Drath,Klaviersaite,Wimpassing,1825,30.07.1825
1514,Bueche,Johann,,,,,Beschreibung uiber die ganz neu erfundene Verbesserung der Regenschirme,Regenschirm,St.Pölten,1825,19.07.1825
1515,Cernuschi,Claudio,,,,,"Descrizione del miglioramento che ... consiste in uno stromento di sua invenzione denominato
Pycnometro per conoscere con precisione il punto giusto della cottura dei Sciroppi di zucchero, ...
[Dichtigkeitsmesser für die Zuckerrafinade]","Raffinade/Zucker, Zucker, Pyknometer",Milano,1825,06.08.1825
1516,Bardometz,Bernard,,,,,"Beschreibung des Verfahrens, wie schlagbare Buchenstämme ihrer specifischen Schwere, und
Untauglichkeit zur flößung ungeachtet, entweder in ganzen und ungekliebenen Stücken, oder in
Halbkloben und Scheitern als Fracht zu Flößen gebildet werden können, und wie sich die
Hindernisse ... heben lassen, wo sich Wehren, Mühlen und Schleißen befinden",Floß,Wien,1825,12.09.1825
1517,Davy,Henry Savill,,,,,"Beschreibung der ... Verbesserung, ..., einen einzelnen Faden roher Seide bey dem Aufhaspeln mit
sich selbst zu kreutzen, ...","Seidenhaspel, Fadenkreuzung",Wien,1825,17.09.1825
1518,Mueller,Mathias,Weickmann,Franz,,,"Genaue Beschreibung ... zeigen ... an, eine neue Verbesserung gemacht zu haben, ..., daß sie ein
mit Eisen belegte Bahn verfertigen, worauf ein Mechanischer Wagen, welcher von 30 Zentnern
und nach beliebiger Schwere beladen werden kann, ohne Dampf und Zugefüg in größter
Schnelligkeit fortgebracht werden kann, ...","Eisenbahn, Wagen",Wien,1825,23.09.1825
1519,Belluschi,Angelo,,,,,"ingredienti, e relative dosi che lo compongono [Druckerschwärze]",Druckerschwärze,Milano,1825,
1520,Andreoli,Pietro,,,,,"Desc[r]izione della Machina di nuova invenzione ... dalla ditta Fratelli Andreoli per la fabbricazione
... di Carta ... [Papiermaschine]",Papiermaschine,Toscolano,1825,28.08.1825
