PrivRegNr	Name1	Vorname1	Name2	Vorname2	Name3	Vorname3	Titel	Schlagworte	Ort	Jahr	Einreichdatu	lat	long
665	Sockl	Gottlieb	NA	NA	NA	NA	Beschreibung der ... Erfindung und Verbesserung einer Fournir-Messer-Maschine, ...	Furnierschneidemaschine	Wien	1821	14.08.1821	48.2080696	16.3713095
666	Stibolt	Kaspar Heinrich v.	NA	NA	NA	NA	Beschreibung der ... Erfindung Schiffe zu bauen ...	Schiffbau	Esseg	1821	23.06.1821	45.5549624	18.6955144
667	Kraeuterer	Karl	NA	NA	NA	NA	Mechanische Beschreibung der Wäsche Rolle	Wäscherolle	Wien	1821	30.10.1821	48.2080696	16.3713095
668	Hennig	Georg	Spoerlin	Michael	Rahn	Heinrich	"Beschreibung der Entdeckung, welche darin besteht: daß sie ökonomische kupferne und eiserne
verzinnte Dampf Kochgefässe, mit verbesserten Schluß verfertigen"	Kochgeschirr, Papin'scher Topf	Wien	1821	20.06.1821	48.2080696	16.3713095
669	Rebeschini	Cristiano	NA	NA	NA	NA	"Descrizione della nuova Scoperta che ... consiste nell'aver nuovamente scoperto il modo di
formare delle formagielle di qualità generalmente accolta, attesa la privazione di quelle estere,
che si formano nelli Stati Pontificj comunemente dette di Sinigaglia, ova proibite come segue"	Käse, Senigalliakäschen, Quargel	Venezia	1825	11.03.1825	45.440379	12.3159547
670	Accault	Carlo Giovanni	NA	NA	NA	NA	Descrizione dell'ultimo metodo scoperto, e messo in pratico, per raffinare lo Zucchero	Zucker, Raffinade/Zucker	Milano	1824	09.06.1824	45.468503	9.1824027
671	Cernuschi	Claudio	NA	NA	NA	NA	Metodo per l'uso della nuova Terra da imbiancare lo Zucchero	Zucker, Raffinade/Zucker	Milano	1825	24.03.1825	45.468503	9.1824027
672	Brenta	Luigi	NA	NA	NA	NA	"Descrizione dell'invenzione che ... consiste nella fabbricazione di un nuovo riverbero parabolico ...
[parabolischer Rückstrahler]"	Scheinwerfer, Parabolspiegel	Milano	1828	22.02.1828	45.468503	9.1824027
673	Liebelt	Gottfried	NA	NA	NA	NA	"Erklährung der Bestandtheile über die ... ney erfundene Art Bücksen mit geschlossenen schmier
gefässen, dann der Mechanischen Kutscher Böcke, ..."	Schmierbüchse, Kutschbock, Wagen	Wien	1820	17.03.1820	48.2080696	16.3713095
674	Knezaurek	Joseph	NA	NA	NA	NA	Beschreibung einer neuen Art Schiffe zu betreiben durch elastische Flossen	Schiffsantrieb, Flossen/Schiffsantrieb	Wien	1821	07.06.1821	48.2080696	16.3713095
675	Kuehle	Karl	NA	NA	NA	NA	Beschreibung der ... an seinen Pedal Harfen nach neuer Bauart gemachten Verbeserungen	Harfe	Wien	1821	16.05.1821	48.2080696	16.3713095
676	Abeking	Louis	NA	NA	NA	NA	"Beschreibung der drey Maschinen, welche auf nebenliegendem Blatt gezeichnet sind, u. zum
Schnell-Graviren der Metallwalzen zum Cotton Druck angewendet werden."	Zeugdruck	Wien	1821	10.05.1821	48.2080696	16.3713095
677	Czuliffay	Gebriel Edl.v.	NA	NA	NA	NA	Beschreibung meiner Spar-Oefen	Ofen	Wien	1821	25.04.1821	48.2080696	16.3713095
678	Liebelt	Gottfried	NA	NA	NA	NA	"Beschreibung der ... Erfindung, eine Art Rettungs-Methode, ... daß sie den Reisenden folgende
Vortheile gewährt, ... kann der Reisende, ... ohne auszusteigen ... den Wagen stillstehend, ... und
auch wieder gehend machen, ..."	Wagen, Bremse, Notbremse	Wien	1821	09.08.1821	48.2080696	16.3713095
679	Schumann	Franz	NA	NA	NA	NA	Erklärung der in Zeichnung beyliegenden Häcksel-Schneidmaschiene	"Häckselmaschine,
Futterschneidemaschine"	Lemberg	1819	11.08.1819	49.839683	24.029717
680	Du Bois	Joseph	NA	NA	NA	NA	Beschreibung meiner Verfahrungsart bey Bereitung des Weinessigs	Essig	Wien	1821	15.06.1821	48.2080696	16.3713095
681	Rosenberger	Moses	NA	NA	NA	NA	Beschreibung der Compositionsmasse, woraus die Inslichtkerzen und die Seife bereitet werden, ...	Kerze, Unschlitt, Seife	Wien	1825	26.08.1825	48.2080696	16.3713095
682	Gavazzi	Pietro	NA	NA	NA	NA	"Descrizione del miglioramento che ... consiste 1.Nell'invenzione di una macchinetta atta ad
operare la scopettazione dei bozzoli ... [Seidenhaspel]"	Seidenkokon, Seidenhaspel	Valmadrera	1827	05.11.1827	45.8467906	9.3613299
683	Hoxa	Friedrich	NA	NA	NA	NA	"Genaue Beschreibung der ... Erfindung der doppelt wirkenden Resonanzböden; wie auch derer
Kapseln, für jede Gattung Klavierinstrumente, ..."	Klavier, Resonanzboden	Wien	1826	25.01.1826	48.2080696	16.3713095
684	Riedl	Joseph	Kail	Joseph	NA	NA	"Beschreibung der ... Erfindung, welche ... darin besteht, daß durch eine sehr dauerhafte
Vorrichtung beim Horn, und der Trompete, der Tonumfang so bereichert werden kann, daß man
auf derselben alle diatonisch und chromatisch Töne, wie auf anderen Blasinstrumenten in
Naturtöne, hell und leicht hervorbringen kann, ..."	Horn, Trompete	Wien	1823	30.09.1823	48.2080696	16.3713095
685	Schweritz	Johann	NA	NA	NA	NA	Carmoisien und Marocojn herstellen zu können, ...	NA	Wien	1829	31.08.1829	48.2080696	16.3713095
686	Bollinger	A.H.	NA	NA	NA	NA	Beschreibung der Hanf Flachs und Werg Bändermaschine	Hanf, Flachs, Werg, Spinnmaschine	Wien	1826	14.01.1826	48.2080696	16.3713095
686	Bollinger	A.H.	NA	NA	NA	NA	Beschreibung der Hanf Flachs und Werg Bändermaschine	Hanf, Flachs, Werg, Spinnmaschine	Wien	1826	14.01.1826	48.2080696	16.3713095
687	Haas	Philipp	NA	NA	NA	NA	"Die Hauptsache meiner, von mir ganz allein erfundenen Spitzen-Maschine /: um Tull anglais,
Bobinet, Spitzengrund zu erzeugen:/ und welcher den eigentlichen Gegenstand des Privilegiums
ausmachet, ist eine - Spule oder Scheibe, worauf die Fäden gewunden werden, ..."	Spitzen, Tüll, Bobbinetmaschine	Wien	1826	18.02.1826	48.2080696	16.3713095
688	Ries	Johann Franz	NA	NA	NA	NA	"Beschreibung des Verfahrens die bey der Bereitung der oxigenirten Salzsäure in Bleichanstalten
übrigbleibenden Rückstände, auf Säuren, Salze, und zur Erzeugung der Gallerte aus Knochen und
anderen thierischen Abfällen zu benützen"	"Bleichrückstände,
Knochen/Verwertung, Salzsäure,
Gallerte, Säuren, Salze"	Wien	1821	21.03.1821	48.2080696	16.3713095
689	Smania	Giovanni	NA	NA	NA	NA	"Descrizione della Scoperta di miglioramento, che ... consiste nei forni da usare rotto olie caldoje,
che travagliano a riverbero con un'attività ... [Seifensiedeofen]"	Seife, Siedeofen	Verona	1821	04.07.1821	45.4383659	10.9917136
690	"Farkas -
Farkasfalva"	Franz Edl.v.	NA	NA	NA	NA	"Beschreibung der ... Erfindung, welche ... darin besteht, daß man gegen den Druck und das
Eindringen des Wassers in einem metallenen anzuge von Kopf bis zum Fuß eingeschlossen sich ins
Wasser taucht- um unter dem Wasser ohne Beklemmung und Unterbrechung Tage lang, fast jede
Arbeit selbst in größeren Tiefen vornehmen zu können"	Taucheranzug	Wien	1820	20.11.1820	48.2080696	16.3713095
691	Sommer	Georg Adam	NA	NA	NA	NA	"Genaue Beschreibung wie, gefertigter, aus gemeinem, Turkchen gegerbten Bok und geißleder,
den Schönsten Marogin hervorbringt"	Gerberei, Maroquin, Dessin	Wien	1821	28.10.1821	48.2080696	16.3713095
692	Schoenstedt	Gottlieb	NA	NA	NA	NA	"Beschreibung der ... Erfindung, welche ... darin besteht, daß man vermittelst einer nach
verschiedenen beliebigen äußeren Formen und Dimensionen, längere oder kürzere, mit optischen
Gläßern und Spiegeln versehene Rohrs, über verschiedene Gegenstände als: Planken, Wägen,
ganze militairische Colonen bey einem sehr großen Gesichtsfelde hinweg sehen kann"	Fernrohr	Wien	1821	05.03.1821	48.2080696	16.3713095
693	Boehm	Joseph	NA	NA	NA	NA	"Beschreibung der ... Erfindung, welche ... darin besteht, daß mittels einer im Klavier angebrachten
künstlichen Vorrichtung die Blätter eines darauf eingelegten Musikstückes ohne Beyhilfe eines
anderen und ohne Zuthun der Hände, bloß durch Bewegung der Füße, nach Belieben vor und
rückwärts schnell umgewendet werden können"	Notenpult, Umblättern	Wien	1821	16.06.1821	48.2080696	16.3713095
694	Rieter	Rudolf	NA	NA	NA	NA	"Beschreibung der ... Erfindung, welche ... darin besteht: vermöge ... ganz nach eigener Idee
verfertigter Maschinen, die eisernen Holzschrauben ... zu verfertigen ..."	"Holzschraube, Gewindeschneiden,
Drehbank, Drahtschere"	Wien	1821	17.02.1821	48.2080696	16.3713095
695	Spring	Enrico	Schaffler	"Carlo
Emmanuele"	NA	NA	"Spiegazione delle due Tavole portanti il disegno della Macchina a Torno di nuova scoperta ... per il
perfezionamento del taglio del Verme delle viti mordenti a legno."	"Gewindeschneiden, Drechselbank,
Holzspindel"	Milano	1821	09.05.1821	45.468503	9.1824027
696	Hoenigsberg	Ludwig Edl.v.	NA	NA	NA	NA	"Beschreibung der ... Erfindung einer Wein, Brandwein und Essig Zufüll und Conservations-
Maschiene, ..."	Weinfaß, Füllflasche	Wien	1821	20.02.1821	48.2080696	16.3713095
697	"Pachner-
Eggendorf"	Johann Joseph R.v.	NA	NA	NA	NA	Beschreibung der Pappier-maschine	Papiermaschine	Krumau	1821	18.07.1821	48.8127354	14.3174657
698	Bruckmann	Georg Alois	Canella	Joseph Toscano	NA	NA	Beschreibung der Verbesserungs-Methode zur Reinigung des Brenn- oder Rüböhls ...	Rüböl, Raffinade/Oel	Wien	1830	06.05.1830	48.2080696	16.3713095
699	Palazzi	Francesco Riva	NA	NA	NA	NA	"Descrizione dell'Apparecchio per la fabbricazione delli Acque spumanti citrico-aromatizzati.
Preparazione dell'Alcoole Cinammomizzato"	Champagner, Destillierapparat	Milano	1826	29.05.1826	45.468503	9.1824027
700	Boehm	Vinzenz	NA	NA	NA	NA	"Beschreibung und Zeichnung: ... zeigt ... an, eine neue Verbesserung gemacht zu haben, welche
darin besteht das mittelst seines Privilegium ... durch Wasserdämpfe geschmolzene Unschlitt und
aller Gattungen Thierfett und die daraus erzeugten Kerzen, mittelst einer Vorrichtung am
Schmelzgefäß und andere Behandlung, viel schneller und reiner zu schmelzen, und daraus ...
Unschlittkerzen ... wie auch ... Seife von der besten Qualität zu erzeugen ..."	Unschlitt, Kerze, Seife	Wien	1827	02.10.1827	48.2080696	16.3713095
701	Boehm	Vinzenz	NA	NA	NA	NA	"Beschreibung und Verfahrung, aus geschmolzenen Unschlitt wie auch aus geschmolzener
Schweinefette, Ohel zu pressen, die rohe Schweinefette aber selbst mittels Wasserdämpfen zu
schmelzen"	Oel, Unschlitt, Schweineschmalz	Wien	1827	22.09.1827	48.2080696	16.3713095
702	Gilbert	Karl	NA	NA	NA	NA	"Beschreibung der noch mehr als noch einmal so schnellen Art die bisher schon sowohl von ächten
als auch von Leonischen Gold, Silber Cemend und Eisendraht bekanden Leibbinden, Uhrbänder
Praceletten und anderer Artikel mehr zu verfertigen"	"Spinnmaschine/Draht, Galanterie,
Drahtgewebe"	Wien	1826	21.02.1826	48.2080696	16.3713095
703	Leithenberger	Eduard	NA	NA	NA	NA	"... Beschreibung der ... Methode, metallene Walzen zum Behuf der Walzen-Druckmaschienen zu
gravieren; ..."	Zeugdruck, Gravieren	Reichstadt	1825	10.06.1825	50.684754	14.6452347
704	Forchheimer	Jonas	Forchheimer	Simon	NA	NA	Beschreibung der Art der Wollverbesserung und der hiezu erfundenen Maschine	Wollwäsche, Waschmaschine	Tuschkau	1831	16.11.1831	49.7758804	13.2510894
705	Bracht	Friedrich Wilhelm	Magistris	Jakob Anton	Hock	Anton	"Beschreibung der Erfindung, welche darin besteht: daß sie eine ganz neue Gattung sowohl auf
einer als auch auf beyden Seiten gedruckte Leinwand-Sack und Halstücher mit eigenen neuen
Dessins erzeugen"	Zeugdruck, Dessin	Wien	1830	18.02.1830	48.2080696	16.3713095
706	Waser	Johann	NA	NA	NA	NA	"Beschreibung des neu erfundenen Spinnstuhles (:oder Doppelspinnrades:) nebst einer genauen
Abbildung desselben, mit Tusch gezeichnet und schattiert"	Spinnrad	Wien	1829	28.10.1829	48.2080696	16.3713095
707	Schnirch	Friedrich	NA	NA	NA	NA	Umstandliche Beschreibung der ... erfundenen Eisendächer für mehrere Arten von Gebäuden ...	Dachstuhl, Fachwerk, Stahlbau	Strassnitz	1826	01.02.1826	48.9010174	17.3168102
708	Sterck	Mathias	NA	NA	NA	NA	"Beschreibung der ... Erfindung, die Männer-Hals-Cravate auf Posamentier-Handstühle zu
verfertigen"	Krawatte, Posamentierstuhl	Wien	1824	15.07.1824	48.2080696	16.3713095
709	Lang	Johann	NA	NA	NA	NA	"Beschreibung der ... neuen Verbesserung der Thüreln zur hermetischen Schließung der
Oeffnungen an was immer für Apparaten"	Hermetische Tür, Türabdichtung	Wien	1825	06.09.1825	48.2080696	16.3713095
710	Lorentz	Joseph Georg	NA	NA	NA	NA	Beschreibung zweyer Gattungen Walkseife, und deren Bereitungsart	Walkseife	Reichenberg	1830	08.06.1830	50.76628	15.0543387
711	Lenssen	Johann	NA	NA	NA	NA	Beschreibung der Schmier Oel Seife, ...	Walkseife, Schmierseife	Wien	1826	01.05.1826	48.2080696	16.3713095
712	Ratti	Pasquale	NA	NA	NA	NA	"Descrizione dell'invenzione che ... consiste in un nuovo apparecchio economico per la filatura della
seta ..."	Seidenkokon, Seidenhaspel	Milano	1825	11.05.1825	45.468503	9.1824027
713	Reinpacher	Heinrich	NA	NA	NA	NA	"Beschreibugn der Erfindung Bierglasserne Dekel zu Gissen welche den Vortheil gewahren daß der
Dekel auf der Schannier auf einmahl gegossen wird; ..."	Bierglas, Zinngeschirr, Deckel	Graz	1827	25.08.1827	47.0678961	15.4417305
714	Auer	Markus	NA	NA	NA	NA	"Beschreibung der Verbesserung womit mittelst einer Maschine sowohl die ungarische, als
böhmische Schafwolle von allem Unrathe, Schmutz und mitführendem Sande auf das schönste,
und zweckmässigste gereinigt, als auch die durch Schweis, und Dunst zusammengebackenen, und
geknetteten Spitzen der Wolle durch Bespritzung ganz einfacher Ingredienzien auf eine sehr
vortheilhafte Weise geöffnet werden"	Schafwolle, Wollwäsche	Prag	1824	10.02.1824	50.0755381	14.4378005
715	Petri	Gottlieb	NA	NA	NA	NA	Mit Schiffer eingefaßte Ziegeldächer	Dach, Schiefer	Preßburg	1828	02.11.1828	48.1485965	17.1077477
716	Oudart	Angelic Anton	NA	NA	NA	NA	Beschreibung der hydraulischen Pumpe	Pumpe, Gastwirt, Weinpumpe	Wien	1827	17.07.1827	48.2080696	16.3713095
717	Mareda	W.F. & Sohn	Perl	Jakob & Franz	Perl	"Ferdinand &
Anton"	"Beschreibung der neu verbesserten Zwilchband-Rundschnür-Maschine in Verbindung mit dem
Sammtbandstuhle, wodurch die Erzeugung der gewebten Zwilchband-Hohl-Rundschnüre mit acht
Schafte, wesentlich verbessert erscheint"	Docht, Bandstuhl	Wien	1830	13.09.1830	48.2080696	16.3713095
718	Fornaera	Johann Ferdinand	NA	NA	NA	NA	Beschreibung der ... Erfindung und Verbesserung im Reinigen der Schornsteine, ...	Rauchfang	Wien	1830	07.12.1830	48.2080696	16.3713095
719	Wackerlig	Jakob	Wackerlig	Kaspar	NA	NA	"Beschreibung über unsere gemeinschaftliche Erfindung auf eine weit vortheilhaftere Art Watter-
Twist oder Wassergarn zu erzeugen, als mit den bis dato angewandten Einrichtungen"	Spinnmaschine, Garn	Fischamend	1822	10.03.1822	48.1186571	16.6126378
720	Swoboda	Prokop Ferdinand	Swoboda	Theresia	NA	NA	"Beschreibung unseres Verfahrens: weisgahres Dänisch-Leder ohne Geruch und dann lohgahres
Dänisch-Leder mit Geruch zu erzeugen, ..."	Gerberei, Handschuh, Leder	Prag	1826	03.05.1826	50.0755381	14.4378005
721	Doppelmayr	Karl Gustav Philipp	NA	NA	NA	NA	"Erwähnter Schattendruck, unter den Nahmen Ombra oder Luna, von welchem ich hiemit vier
Muster beylege, eignet sich ganz für die Weiss Baumwollen Waaren Manufaktur, und ist im
Gebiet der Fabrikation eine neue Erscheinung"	Zeugdruck, Dessin	"Mitterweyerbur
g b. Bregenz"	1829	04.05.1829	47.50075	9.74231
722	Neuknapp	Joseph	NA	NA	NA	NA	"... zeigt ... an, eine neue Erfindung gemacht zu haben, welche ... darin bestehet, daß er nach
vielfältiger Bemühung ... dahin gelangt ist, Eisen von zwey bis zwanzig Löchern und noch höhere
Anzahl Löchern zur Erzeugung der rohen Zündhölzchen, zu verfertigen, ..."	Zündholz, Hobel	Wien	1830	24.05.1830	48.2080696	16.3713095
723	Reithofer	Johann	NA	NA	NA	NA	Beschreibung der Erfindung, wollene Tücher wasserdicht zuzubereiten	"Wasserdichtes Tuch,
Imprägnierung/Tuch,
Tuch/Imprägnierung"	Nikolsburg	1824	14.11.1824	48.805283	16.6376881
724	Zobl	Johann	NA	NA	NA	NA	Beschreibung meiner Neu erfundenen Essig Erzeugnüß aus Waizen, und Gersten Malz	Essig	Brünn	1823	08.09.1823	49.1950602	16.6068371
725	Klobasser	Johann	NA	NA	NA	NA	"Verfahrungs-Art und Weise um Papiere oder Papiertapeten auf blose Mauerwände ohne
Unterlagspapiere aufzuziehen"	Tapete, Papier	Brünn	1829	18.01.1829	49.1950602	16.6068371
726	Bergl	Anton	NA	NA	NA	NA	"Beschreibung der ... Verbesserung welche ... darin besteht: A) Ziegen Lam und Schaffelle zu
glacierten Handschuhen ... auszuarbeiten,... B) diese Felle beliebig ... zu färben ... C) aus diesen ...
Handschuhe auf eine nirgends erfundene sehr Zierlichen und vorteilhaften Art, um gleichfalls
billige Preiße zu verfertigen"	Handschuh, Färben/Leder	Brünn	1829	28.03.1829	49.1950602	16.6068371
727	Weiss	Joseph	NA	NA	NA	NA	"Beschreibung über die Anwendung der Wasserdämpfe zur Reinigung der Hadern und des
Papierzeuges"	Hadern, Waschmaschine	"Zuckmantl/Schl
esien"	1825	13.11.1825	50.2637942	17.3960222
728	Wordliczek	Georg	NA	NA	NA	NA	"Beschreibung der Doppelbüchse mit zwey Läufen untereinander und einem unsichtbaren Schlos ...
Beschreibung der Doppelflinte mit zwey Läufen nebeneinander und einem Schlos ..."	Gewehr, Gewehrschloß	Wien	1826	03.08.1825	48.2080696	16.3713095
729	Boni	Luigi	NA	NA	NA	NA	"Nomenclattura delle diverse parti, ... della macchina costrutta ..., qual macchina tutta di rame e
stagno, serve in un sol tempo, I. a ricceverre in una parte il carico di Vino scaricandolo ridotto coll'
opera di regolare distillazione a spirito di 30 gradi aromatizzato per otto diversi liquori ..."	Destillierapparat, Weingeist, Likör	Wien	1831	NA	48.2080696	16.3713095
730	Hecht	Joseph August	NA	Joseph	NA	NA	NA	NA	Ertrinken gesichert ist, verfertige zu können. Ferner kann dieser Stoff zur Auspolsterung der Möbelstoff, Gradl	1830	12.03.1830	NA	NA
731	Rossi	Giorgio	NA	NA	NA	NA	"Descrizione dell'invenzione ... che ... consiste nel far viaggiare le barche con le ruote, ...
[Schiffsräder]"	Schiffsantrieb, Getriebe	Venezia	1830	23.04.1830	45.440379	12.3159547
732	Walz	Mathias	NA	NA	NA	NA	Entdeckung. Ganz neu erfundene unter dem Namen Florentiner Hüte für Männer und Frauen	Hut	Prag	1827	18.01.1827	50.0755381	14.4378005
733	Beccqa	Tommaso Carlo	NA	NA	NA	NA	Miglioramento per fare il Rum	Rum	Vicenza	1824	22.10.1824	45.5461815	11.5413779
734	Kuhn	Ignaz	NA	NA	NA	NA	Beschreibung der ... Verbesserung der Stahl Mieder Federn: oder Blanscheten, ...	Mieder, Stahlfeder	Wien	1829	27.07.1829	48.2080696	16.3713095
735	Rott	Franz	NA	NA	NA	NA	"Beschreibung der ... Verbesserung, welche wesentlich darin besteht: Die Schnürlöcher bey
Miedern nicht mehr mit eisernen oder drahtenen Ringeln zu belegen"	Mieder, Schnürloch	Wien	1830	09.02.1830	48.2080696	16.3713095
736	Hoecht	Joseph	NA	NA	NA	NA	Beschreibung einer neu Erfundenen Bierbrau Methode	Bier, Brauapparat	Graz	1827	29.08.1827	47.0678961	15.4417305
737	Schoeller	Gebrüder	NA	NA	NA	NA	Beschreibung des Patent-Spühlkumpen. Beschreibung der Patent-Walken	Spülmaschine, Walkkessel	Wien	1826	31.08.1826	48.2080696	16.3713095
738	Findeis	Franz	Prziza	Karl	NA	NA	Beschreibung der Erfindung einer Dampfeinlaß- und Abzieh-Preßmaschine	Tuchpresse	Wien	1826	23.09.1826	48.2080696	16.3713095
739	Zweibrueck	Lazar	NA	NA	NA	NA	"Beschreibung der ... auf eine ganz vorzügliche Art zu Reinigen und zu jedem Gebrauche auf die
Dauer von 8 und 10 Jahren ohne Einwirkung eines Schadens haltbar auszuarbeitenden rohen
Rinds-Gedärme"	Darm	Prag	1825	03.09.1825	50.0755381	14.4378005
740	Beer	Wilhelm	NA	NA	NA	NA	Methode zum raffinieren des rohen Zuckers vermittelst Kohlen	Raffinade/Zucker, Zucker	Wien	1821	30.03.1821	48.2080696	16.3713095
741	Morgan	William	NA	NA	NA	NA	"Beschreibung der ... Verbesserung, welche ... darin besteht: ein Dampfboot nach einer besonderen
ganz neuen Bauart und Dimensionen Verhältniß herzustellen, durch welche der Lauf desselben
gegen Wind und Wasser bedeutend erleichtert, und eine größere Sicherheit der Räder erzielt wird
[Text ital.]"	Schiffbau	Wien	1825	27.05.1825	48.2080696	16.3713095
742	Ressel	Joseph	NA	NA	NA	NA	"Beschreibung des Mechanismus zur Fahrt Stromaufwärts und seitwärts durch die Kraft des
Stromes und mittels der Dampfmaschine"	Schiffsantrieb, Getriebe	Triest	1826	12.09.1826	45.6508342	13.7674486
743	Ressel	Joseph	NA	NA	NA	NA	Beschreibung einer Mahlmühle mit Zillindern mit bequemen Beutelzeig und Aufschittung	Mühle, Beutelgeschirr	Triest	1827	14.04.1827	45.6508342	13.7674486
744	Ressel	Joseph	NA	NA	NA	NA	Beschreibung meiner Farb Extraktions Methode	Farbextrakt, Extraktionsapparat	Triest	1827	01.09.1827	45.6508342	13.7674486
745	Ressel	Joseph	NA	NA	NA	NA	Beschreibung und Zeichnung der hydraulischen Dampf-Maschine	Dampfmaschine	Triest	1828	15.07.1828	45.6508342	13.7674486
746	Ressel	Joseph	NA	NA	NA	NA	"Beschreibung des schraubenförmigen Triebrades bey der Dampfmaschine zur Seefahrt, dann
Wind- und Schiffmühlen"	Schiffsantrieb, Schiffsschraube	Triest	1826	28.11.1826	45.6508342	13.7674486
